obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('4007',)",3692419121.1,4,3.61524009705,3716294610.12,3716294613.55,3692419121.1,0.0,internal_timestamp,68.7519989014,1483430321.1,33.5898017883,0,9.35589981079,1026.27373563,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4008',)",3692419121.16,4,3.61523008347,3716294610.12,3716294613.55,3692419121.16,0.0,internal_timestamp,68.7539978027,1483430321.16,33.5895996094,0,9.35589981079,1026.27358674,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4009',)",3692419121.22,4,3.61522006989,3716294610.12,3716294613.55,3692419121.22,0.0,internal_timestamp,68.7539978027,1483430321.22,33.5892982483,0,9.3562002182,1026.27330241,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4010',)",3692419121.28,4,3.61522006989,3716294610.12,3716294613.55,3692419121.28,0.0,internal_timestamp,68.7580032349,1483430321.29,33.5887985229,0,9.35669994354,1026.27284893,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4011',)",3692419121.35,4,3.61522006989,3716294610.12,3716294613.55,3692419121.35,0.0,internal_timestamp,68.7539978027,1483430321.35,33.5884017944,0,9.35719966888,1026.27243942,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4012',)",3692419121.41,4,3.61523008347,3716294610.12,3716294613.55,3692419121.41,0.0,internal_timestamp,68.7509994507,1483430321.41,33.5880012512,0,9.3576002121,1026.27204764,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4013',)",3692419121.47,4,3.61523008347,3716294610.12,3716294613.55,3692419121.47,0.0,internal_timestamp,68.7519989014,1483430321.47,33.5877990723,0,9.35789966583,1026.27184553,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4014',)",3692419121.53,4,3.61525011063,3716294610.12,3716294613.55,3692419121.53,0.0,internal_timestamp,68.7539978027,1483430321.53,33.5876998901,0,9.35809993744,1026.27174459,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4015',)",3692419121.6,4,3.61525988579,3716294610.12,3716294613.55,3692419121.6,0.0,internal_timestamp,68.7519989014,1483430321.6,33.5876998901,0,9.35830020905,1026.27170293,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4016',)",3692419121.66,4,3.61526989937,3716294610.12,3716294613.55,3692419121.66,0.0,internal_timestamp,68.7509994507,1483430321.66,33.5877990723,0,9.35830020905,1026.27177589,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4017',)",3692419121.72,4,3.61527991295,3716294610.12,3716294613.56,3692419121.72,0.0,internal_timestamp,68.75,1483430321.72,33.5878982544,0,9.35830020905,1026.27184884,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4018',)",3692419121.78,4,3.61527991295,3716294610.12,3716294613.56,3692419121.78,0.0,internal_timestamp,68.7490005493,1483430321.78,33.5878982544,0,9.35830020905,1026.27184429,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4019',)",3692419121.85,4,3.61528992653,3716294610.12,3716294613.56,3692419121.85,0.0,internal_timestamp,68.7509994507,1483430321.85,33.5878982544,0,9.35849952698,1026.27182101,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4020',)",3692419121.91,4,3.61530995369,3716294610.12,3716294613.56,3692419121.91,0.0,internal_timestamp,68.7509994507,1483430321.91,33.5876998901,0,9.35890007019,1026.2716009,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4021',)",3692419121.97,4,3.61535000801,3716294610.12,3716294613.56,3692419121.97,0.0,internal_timestamp,68.75,1483430321.97,33.5875015259,0,9.35960006714,1026.27132757,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4022',)",3692419122.03,4,3.61539006233,3716294610.12,3716294613.56,3692419122.03,0.0,internal_timestamp,68.7470016479,1483430322.03,33.5872001648,0,9.36030006409,1026.27096462,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4023',)",3692419122.1,4,3.61543011665,3716294610.12,3716294613.56,3692419122.1,0.0,internal_timestamp,68.75,1483430322.1,33.5871009827,0,9.36079978943,1026.27081957,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4024',)",3692419122.16,4,3.61545991898,3716294610.12,3716294613.56,3692419122.16,0.0,internal_timestamp,68.7450027466,1483430322.16,33.5871009827,0,9.36110019684,1026.27074796,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4025',)",3692419122.22,4,3.61546993256,3716294610.12,3716294613.56,3692419122.22,0.0,internal_timestamp,68.7429962158,1483430322.22,33.5871009827,0,9.36130046844,1026.27070627,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4026',)",3692419122.28,4,3.61546993256,3716294610.12,3716294613.56,3692419122.28,0.0,internal_timestamp,68.7429962158,1483430322.29,33.5868988037,0,9.36149978638,1026.27051587,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4027',)",3692419122.35,4,3.61545991898,3716294610.12,3716294613.56,3692419122.35,0.0,internal_timestamp,68.7409973145,1483430322.35,33.5864982605,0,9.36180019379,1026.2701449,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4028',)",3692419122.41,4,3.61545991898,3716294610.12,3716294613.56,3692419122.41,0.0,internal_timestamp,68.7409973145,1483430322.41,33.5862007141,0,9.36219978333,1026.26984742,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4029',)",3692419122.47,4,3.61546993256,3716294610.12,3716294613.56,3692419122.47,0.0,internal_timestamp,68.7419967651,1483430322.47,33.585899353,0,9.36260032654,1026.26955136,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4030',)",3692419122.53,4,3.6154999733,3716294610.12,3716294613.56,3692419122.53,0.0,internal_timestamp,68.7419967651,1483430322.54,33.5858001709,0,9.36289978027,1026.26942518,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4031',)",3692419122.6,4,3.61552000046,3716294610.12,3716294613.56,3692419122.6,0.0,internal_timestamp,68.7389984131,1483430322.6,33.5858001709,0,9.36320018768,1026.26936268,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4032',)",3692419122.66,4,3.61554002762,3716294610.12,3716294613.56,3692419122.66,0.0,internal_timestamp,68.7409973145,1483430322.66,33.585899353,0,9.36330032349,1026.26943303,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4033',)",3692419122.72,4,3.6155500412,3716294610.12,3716294613.56,3692419122.72,0.0,internal_timestamp,68.7379989624,1483430322.72,33.585899353,0,9.36340045929,1026.26940308,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4034',)",3692419122.78,4,3.6155500412,3716294610.12,3716294613.56,3692419122.78,0.0,internal_timestamp,68.7389984131,1483430322.78,33.5859985352,0,9.36340045929,1026.26948515,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4035',)",3692419122.85,4,3.6155500412,3716294610.12,3716294613.56,3692419122.85,0.0,internal_timestamp,68.736000061,1483430322.85,33.585899353,0,9.36340045929,1026.26939397,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4036',)",3692419122.91,4,3.61556005478,3716294610.12,3716294613.56,3692419122.91,0.0,internal_timestamp,68.7389984131,1483430322.91,33.5856018066,0,9.36380004883,1026.26911016,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4037',)",3692419122.97,4,3.61558008194,3716294610.12,3716294613.57,3692419122.97,0.0,internal_timestamp,68.7389984131,1483430322.97,33.5852012634,0,9.36460018158,1026.26866707,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4038',)",3692419123.03,4,3.61560988426,3716294610.12,3716294613.57,3692419123.03,0.0,internal_timestamp,68.733001709,1483430323.03,33.5848007202,0,9.36520004272,1026.26822919,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4039',)",3692419123.1,4,3.615639925,3716294610.12,3716294613.57,3692419123.1,0.0,internal_timestamp,68.7340011597,1483430323.1,33.5848999023,0,9.36550045013,1026.26826243,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4040',)",3692419123.16,4,3.615639925,3716294610.12,3716294613.57,3692419123.16,0.0,internal_timestamp,68.7379989624,1483430323.16,33.5852012634,0,9.36520004272,1026.268565,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4041',)",3692419123.22,4,3.61562991142,3716294610.12,3716294613.57,3692419123.22,0.0,internal_timestamp,68.7369995117,1483430323.22,33.5857009888,0,9.36450004578,1026.26906477,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4042',)",3692419123.28,4,3.61560988426,3716294610.12,3716294613.57,3692419123.28,0.0,internal_timestamp,68.733001709,1483430323.28,33.586101532,0,9.36390018463,1026.26945708,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4043',)",3692419123.35,4,3.61558008194,3716294610.12,3716294613.57,3692419123.35,0.0,internal_timestamp,68.7320022583,1483430323.35,33.5863990784,0,9.36330032349,1026.26978256,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4044',)",3692419123.41,4,3.6155500412,3716294610.12,3716294613.57,3692419123.41,0.0,internal_timestamp,68.733001709,1483430323.41,33.5866012573,0,9.36279964447,1026.2700265,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4045',)",3692419123.47,4,3.61552000046,3716294610.12,3716294613.57,3692419123.47,0.0,internal_timestamp,68.733001709,1483430323.47,33.5867004395,0,9.36229991913,1026.27018523,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4046',)",3692419123.53,4,3.6154999733,3716294610.12,3716294613.57,3692419123.53,0.0,internal_timestamp,68.7320022583,1483430323.53,33.5867996216,0,9.36190032959,1026.27032314,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4047',)",3692419123.6,4,3.61547994614,3716294610.12,3716294613.57,3692419123.6,0.0,internal_timestamp,68.736000061,1483430323.6,33.5868988037,0,9.36170005798,1026.27045142,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4048',)",3692419123.66,4,3.61546993256,3716294610.12,3716294613.57,3692419123.66,0.0,internal_timestamp,68.7340011597,1483430323.66,33.5867996216,0,9.36159992218,1026.27038107,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4049',)",3692419123.72,4,3.61545991898,3716294610.12,3716294613.57,3692419123.72,0.0,internal_timestamp,68.7340011597,1483430323.72,33.5868988037,0,9.36139965057,1026.27049113,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4050',)",3692419123.78,4,3.6154499054,3716294610.12,3716294613.57,3692419123.78,0.0,internal_timestamp,68.733001709,1483430323.79,33.5870018005,0,9.36120033264,1026.27059946,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4051',)",3692419123.85,4,3.61543989182,3716294610.12,3716294613.57,3692419123.85,0.0,internal_timestamp,68.7320022583,1483430323.85,33.5872001648,0,9.36079978943,1026.27081503,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4052',)",3692419123.91,4,3.61542010307,3716294610.12,3716294613.57,3692419123.91,0.0,internal_timestamp,68.7300033569,1483430323.91,33.5873985291,0,9.36040019989,1026.27102588,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4053',)",3692419123.97,4,3.61542010307,3716294610.12,3716294613.57,3692419123.97,0.0,internal_timestamp,68.7310028076,1483430323.97,33.5876998901,0,9.36009979248,1026.27131477,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4054',)",3692419124.03,4,3.61541008949,3716294610.12,3716294613.57,3692419124.03,0.0,internal_timestamp,68.7279968262,1483430324.04,33.5877990723,0,9.35990047455,1026.27141097,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4055',)",3692419124.1,4,3.61542010307,3716294610.12,3716294613.57,3692419124.1,0.0,internal_timestamp,68.7279968262,1483430324.1,33.5877990723,0,9.35990047455,1026.27141097,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4056',)",3692419124.16,4,3.61543011665,3716294610.12,3716294613.58,3692419124.16,0.0,internal_timestamp,68.7320022583,1483430324.16,33.5876998901,0,9.36019992828,1026.27130305,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4057',)",3692419124.22,4,3.61543989182,3716294610.12,3716294613.58,3692419124.22,0.0,internal_timestamp,68.7300033569,1483430324.22,33.5873985291,0,9.3606004715,1026.27099333,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4058',)",3692419124.28,4,3.61543989182,3716294610.12,3716294613.58,3692419124.28,0.0,internal_timestamp,68.7289962769,1483430324.29,33.5870018005,0,9.36110019684,1026.27059748,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4059',)",3692419124.35,4,3.61543989182,3716294610.12,3716294613.58,3692419124.35,0.0,internal_timestamp,68.7289962769,1483430324.35,33.5866012573,0,9.36149978638,1026.2702195,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4060',)",3692419124.41,4,3.6154499054,3716294610.12,3716294613.58,3692419124.41,0.0,internal_timestamp,68.7279968262,1483430324.41,33.5862007141,0,9.36200046539,1026.26982055,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4061',)",3692419124.47,4,3.61547994614,3716294610.12,3716294613.58,3692419124.47,0.0,internal_timestamp,68.7259979248,1483430324.47,33.5859985352,0,9.36250019073,1026.26957221,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4062',)",3692419124.53,4,3.61554002762,3716294610.12,3716294613.58,3692419124.53,0.0,internal_timestamp,68.7259979248,1483430324.53,33.5858001709,0,9.36349964142,1026.26925474,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4063',)",3692419124.6,4,3.61562991142,3716294610.12,3716294613.58,3692419124.6,0.0,internal_timestamp,68.7229995728,1483430324.6,33.5853996277,0,9.36480045319,1026.2687166,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4064',)",3692419124.66,4,3.61574006081,3716294610.13,3716294613.58,3692419124.66,0.0,internal_timestamp,68.7269973755,1483430324.66,33.5848999023,0,9.36649990082,1026.26806802,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4065',)",3692419124.72,4,3.61582994461,3716294610.13,3716294613.58,3692419124.72,0.0,internal_timestamp,68.7279968262,1483430324.72,33.5839996338,0,9.36849975586,1026.26704388,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4066',)",3692419124.78,4,3.61590003967,3716294610.13,3716294613.58,3692419124.78,0.0,internal_timestamp,68.7239990234,1483430324.79,33.5828018188,0,9.3705997467,1026.26574811,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4067',)",3692419124.85,4,3.6159799099,3716294610.13,3716294613.59,3692419124.85,0.0,internal_timestamp,68.7239990234,1483430324.85,33.5817985535,0,9.37250041962,1026.26465499,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4068',)",3692419124.91,4,3.61603999138,3716294610.13,3716294613.59,3692419124.91,0.0,internal_timestamp,68.7269973755,1483430324.91,33.5811004639,0,9.37399959564,1026.2638793,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4069',)",3692419124.97,4,3.61609005928,3716294610.13,3716294613.59,3692419124.97,0.0,internal_timestamp,68.7229995728,1483430324.97,33.5806999207,0,9.37479972839,1026.26341792,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4070',)",3692419125.03,4,3.61611008644,3716294610.13,3716294613.59,3692419125.03,0.0,internal_timestamp,68.7220001221,1483430325.04,33.5807991028,0,9.375,1026.2634583,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4071',)",3692419125.1,4,3.61610007286,3716294610.13,3716294613.59,3692419125.1,0.0,internal_timestamp,68.7239990234,1483430325.1,33.581199646,0,9.37440013885,1026.26387799,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4072',)",3692419125.16,4,3.61607003212,3716294610.13,3716294613.59,3692419125.16,0.0,internal_timestamp,68.7249984741,1483430325.16,33.5820007324,0,9.37329959869,1026.26468758,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4073',)",3692419125.22,4,3.61603999138,3716294610.13,3716294613.59,3692419125.22,0.0,internal_timestamp,68.7239990234,1483430325.22,33.582901001,0,9.3720998764,1026.26558168,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4074',)",3692419125.28,4,3.61601996422,3716294610.13,3716294613.59,3692419125.28,0.0,internal_timestamp,68.7249984741,1483430325.28,33.5836982727,0,9.37100028992,1026.26638811,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4075',)",3692419125.35,4,3.61598992348,3716294610.13,3716294613.59,3692419125.35,0.0,internal_timestamp,68.7220001221,1483430325.35,33.5839004517,0,9.3704996109,1026.26661386,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4076',)",3692419125.41,4,3.61595010757,3716294610.13,3716294613.59,3692419125.41,0.0,internal_timestamp,68.7210006714,1483430325.41,33.5835990906,0,9.37030029297,1026.2664062,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4077',)",3692419125.47,4,3.61589002609,3716294610.13,3716294613.6,3692419125.47,0.0,internal_timestamp,68.7239990234,1483430325.47,33.5831985474,0,9.37010002136,1026.26613941,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4078',)",3692419125.53,4,3.61583995819,3716294610.13,3716294613.6,3692419125.53,0.0,internal_timestamp,68.7259979248,1483430325.53,33.5830993652,0,9.36960029602,1026.26615227,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4079',)",3692419125.6,4,3.61579990387,3716294610.13,3716294613.6,3692419125.6,0.0,internal_timestamp,68.7279968262,1483430325.6,33.5835990906,0,9.36870002747,1026.2666983,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4080',)",3692419125.66,4,3.61578989029,3716294610.13,3716294613.6,3692419125.66,0.0,internal_timestamp,68.7269973755,1483430325.66,33.5843009949,0,9.36769962311,1026.26740493,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4081',)",3692419125.72,4,3.61578989029,3716294610.13,3716294613.6,3692419125.72,0.0,internal_timestamp,68.7229995728,1483430325.72,33.5850982666,1,9.36690044403,1026.2681397,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4082',)",3692419125.78,4,3.61580991745,3716294610.13,3716294613.6,3692419125.78,0.0,internal_timestamp,68.7220001221,1483430325.78,33.5858001709,0,9.36639976501,1026.26876508,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4083',)",3692419125.85,4,3.61582994461,3716294610.13,3716294613.6,3692419125.85,0.0,internal_timestamp,68.7259979248,1483430325.85,33.5862007141,0,9.36620044708,1026.26912873,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4084',)",3692419125.91,4,3.61584997177,3716294610.13,3716294613.6,3692419125.91,0.0,internal_timestamp,68.7229995728,1483430325.91,33.5864982605,0,9.36610031128,1026.26936387,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4085',)",3692419125.97,4,3.61585998535,3716294610.13,3716294613.6,3692419125.97,0.0,internal_timestamp,68.7239990234,1483430325.97,33.5867004395,0,9.36600017548,1026.26954271,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4086',)",3692419126.03,4,3.61585998535,3716294610.13,3716294613.6,3692419126.03,0.0,internal_timestamp,68.7259979248,1483430326.03,33.5868988037,0,9.36579990387,1026.26973941,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4087',)",3692419126.1,4,3.61588001251,3716294610.13,3716294613.6,3692419126.1,0.0,internal_timestamp,68.7249984741,1483430326.1,33.5872001648,0,9.36569976807,1026.26998664,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4088',)",3692419126.16,4,3.61590003967,3716294610.13,3716294613.6,3692419126.16,0.0,internal_timestamp,68.7259979248,1483430326.16,33.5872993469,0,9.36569976807,1026.27006871,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4089',)",3692419126.22,4,3.61591005325,3716294610.13,3716294613.6,3692419126.22,0.0,internal_timestamp,68.7259979248,1483430326.22,33.5872001648,0,9.36600017548,1026.26994236,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4090',)",3692419126.28,4,3.61593008041,3716294610.13,3716294613.6,3692419126.28,0.0,internal_timestamp,68.7239990234,1483430326.29,33.5867996216,0,9.36670017242,1026.26950642,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4091',)",3692419126.35,4,3.61596989632,3716294610.13,3716294613.6,3692419126.35,0.0,internal_timestamp,68.7249984741,1483430326.35,33.585899353,0,9.36800003052,1026.26859609,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4092',)",3692419126.41,4,3.61607003212,3716294610.13,3716294613.61,3692419126.41,0.0,internal_timestamp,68.7249984741,1483430326.41,33.5845985413,0,9.3704996109,1026.26717308,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4093',)",3692419126.47,4,3.61620998383,3716294610.13,3716294613.61,3692419126.47,0.0,internal_timestamp,68.7239990234,1483430326.47,33.5828018188,0,9.37399959564,1026.26519521,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4094',)",3692419126.53,4,3.61635994911,3716294610.13,3716294613.61,3692419126.53,0.0,internal_timestamp,68.7239990234,1483430326.54,33.5808982849,0,9.37759971619,1026.26312204,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4095',)",3692419126.6,4,3.61646008492,3716294610.13,3716294613.61,3692419126.6,0.0,internal_timestamp,68.7239990234,1483430326.6,33.579498291,0,9.38029956818,1026.26158874,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4096',)",3692419126.66,4,3.61651992798,3716294610.13,3716294613.61,3692419126.66,0.0,internal_timestamp,68.7259979248,1483430326.66,33.5788002014,0,9.38179969788,1026.26080824,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4097',)",3692419126.73,4,3.61654996872,3716294610.13,3716294613.61,3692419126.73,0.0,internal_timestamp,68.7259979248,1483430326.73,33.5786018372,1,9.38210010529,1026.26060434,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4098',)",3692419286.74,4,3.61998009682,3716294610.13,3716294613.61,3692419286.74,0.0,internal_timestamp,68.4680023193,1483430486.74,33.3442001343,0,9.67129993439,1026.02891633,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4099',)",3692419286.8,4,3.62090992928,3716294610.13,3716294613.61,3692419286.8,0.0,internal_timestamp,68.4619979858,1483430486.8,33.3539009094,0,9.67119979858,1026.03647955,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4100',)",3692419286.87,4,3.61995005608,3716294610.13,3716294613.61,3692419286.87,0.0,internal_timestamp,68.46900177,1483430486.87,33.34400177,0,9.67129993439,1026.028766,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4101',)",3692419286.93,4,3.61998009682,3716294610.13,3716294613.61,3692419286.93,0.0,internal_timestamp,68.4680023193,1483430486.93,33.3442993164,0,9.67119979858,1026.02901031,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4102',)",3692419286.99,4,3.63639998436,3716294610.13,3716294613.61,3692419286.99,0.0,internal_timestamp,68.4619979858,1483430486.99,33.4728012085,0,9.71399974823,1026.1222222,29,29,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4103',)",3692419287.06,4,3.63767004013,3716294610.13,3716294613.61,3692419287.06,0.0,internal_timestamp,68.4589996338,1483430487.06,33.4653015137,0,9.73600006104,1026.11270081,29,29,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4104',)",3692419287.12,4,3.62258005142,3716294610.13,3716294613.61,3692419287.12,0.0,internal_timestamp,68.4619979858,1483430487.12,33.3618011475,0,9.68109989166,1026.04101138,29,29,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4105',)",3692419287.18,4,3.62614011765,3716294610.13,3716294613.61,3692419287.18,0.0,internal_timestamp,68.4649963379,1483430487.18,33.385799408,0,9.69449996948,1026.05754438,29,29,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4106',)",3692419287.24,4,3.6304500103,3716294610.13,3716294613.61,3692419287.24,0.0,internal_timestamp,68.4609985352,1483430487.24,33.4136009216,0,9.71210002899,1026.07631536,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4107',)",3692419287.31,4,3.63440990448,3716294610.13,3716294613.61,3692419287.31,0.0,internal_timestamp,68.4619979858,1483430487.31,33.4373016357,0,9.73029994965,1026.09180299,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4108',)",3692419287.37,4,3.63715004921,3716294610.13,3716294613.61,3692419287.37,0.0,internal_timestamp,68.4589996338,1483430487.37,33.4516983032,0,9.74489974976,1026.10060271,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4109',)",3692419287.43,4,3.63815999031,3716294610.13,3716294613.61,3692419287.43,0.0,internal_timestamp,68.4589996338,1483430487.43,33.4533004761,0,9.75430011749,1026.1002905,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4110',)",3692419287.49,4,3.63858008385,3716294610.13,3716294613.62,3692419287.49,0.0,internal_timestamp,68.4540023804,1483430487.49,33.4524993896,0,9.75979995728,1026.09872761,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4111',)",3692419287.56,4,3.63878011703,3716294610.13,3716294613.62,3692419287.56,0.0,internal_timestamp,68.4540023804,1483430487.56,33.4518013,0,9.76280021667,1026.09768351,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4112',)",3692419287.62,4,3.638890028,3716294610.13,3716294613.62,3692419287.62,0.0,internal_timestamp,68.4530029297,1483430487.62,33.4514007568,0,9.76449966431,1026.09708351,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4113',)",3692419287.68,4,3.63896989822,3716294610.13,3716294613.62,3692419287.68,0.0,internal_timestamp,68.4530029297,1483430487.68,33.4513015747,0,9.76550006866,1026.09683961,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4114',)",3692419287.74,4,3.63903999329,3716294610.13,3716294613.62,3692419287.74,0.0,internal_timestamp,68.4560012817,1483430487.74,33.4514007568,0,9.76609992981,1026.09683084,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4115',)",3692419287.81,4,3.63910007477,3716294610.13,3716294613.62,3692419287.81,0.0,internal_timestamp,68.4550018311,1483430487.81,33.4515991211,0,9.76650047302,1026.09691447,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4116',)",3692419287.87,4,3.63914990425,3716294610.13,3716294613.62,3692419287.87,0.0,internal_timestamp,68.4550018311,1483430487.87,33.4518013,0,9.76679992676,1026.09702245,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
