obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('11408',)",3692462841.01,4,3.6608300209,3716294556.59,3716294611.57,3692462841.01,0.0,internal_timestamp,69.6299972534,1483474041.01,33.3714981079,0,10.0916004181,1025.98513591,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11409',)",3692462841.02,4,3.6608300209,3716294556.59,3716294611.57,3692462841.02,0.0,internal_timestamp,69.6279983521,1483474041.02,33.3714981079,0,10.0916004181,1025.98512682,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11410',)",3692462841.03,4,3.66084003448,3716294556.59,3716294611.57,3692462841.03,0.0,internal_timestamp,69.6330032349,1483474041.03,33.3716011047,0,10.0916004181,1025.9852299,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11411',)",3692462841.04,4,3.66085004807,3716294556.59,3716294611.57,3692462841.04,0.0,internal_timestamp,69.6350021362,1483474041.04,33.3717002869,0,10.0916004181,1025.98531633,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11412',)",3692462841.05,4,3.66084003448,3716294556.59,3716294611.57,3692462841.05,0.0,internal_timestamp,69.6320037842,1483474041.05,33.3716011047,0,10.0916004181,1025.98522535,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11413',)",3692462841.05,4,3.66084003448,3716294556.59,3716294611.57,3692462841.05,0.0,internal_timestamp,69.6340026855,1483474041.05,33.3714981079,0,10.0916996002,1025.98513729,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11414',)",3692462841.07,4,3.66084003448,3716294556.59,3716294611.57,3692462841.07,0.0,internal_timestamp,69.6350021362,1483474041.07,33.3714981079,0,10.0916996002,1025.98514184,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11415',)",3692462841.08,4,3.66084003448,3716294556.59,3716294611.57,3692462841.08,0.0,internal_timestamp,69.6330032349,1483474041.08,33.3714981079,0,10.0916996002,1025.98513275,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11416',)",3692462841.11,4,3.66085004807,3716294556.59,3716294611.57,3692462841.11,0.0,internal_timestamp,69.6350021362,1483474041.11,33.3714981079,0,10.091799736,1025.98512485,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11417',)",3692462841.12,4,3.66085004807,3716294556.59,3716294611.57,3692462841.12,0.0,internal_timestamp,69.6380004883,1483474041.12,33.3714981079,0,10.091799736,1025.98513848,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11418',)",3692462841.13,4,3.66085004807,3716294556.59,3716294611.57,3692462841.13,0.0,internal_timestamp,69.6380004883,1483474041.13,33.3714981079,0,10.091799736,1025.98513848,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11419',)",3692462841.14,4,3.66084003448,3716294556.59,3716294611.57,3692462841.14,0.0,internal_timestamp,69.6409988403,1483474041.14,33.3714981079,0,10.091799736,1025.98515211,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11420',)",3692462841.15,4,3.66084003448,3716294556.59,3716294611.57,3692462841.15,0.0,internal_timestamp,69.638999939,1483474041.15,33.3714981079,0,10.0916996002,1025.98516001,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11421',)",3692462841.15,4,3.66084003448,3716294556.59,3716294611.57,3692462841.15,0.0,internal_timestamp,69.6370010376,1483474041.15,33.3714981079,0,10.0916996002,1025.98515093,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11422',)",3692462841.16,4,3.66084003448,3716294556.59,3716294611.57,3692462841.16,0.0,internal_timestamp,69.6350021362,1483474041.16,33.3714981079,0,10.0916996002,1025.98514184,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11423',)",3692462841.17,4,3.6608300209,3716294556.59,3716294611.57,3692462841.17,0.0,internal_timestamp,69.6380004883,1483474041.17,33.3714981079,0,10.0916996002,1025.98515547,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11424',)",3692462841.17,4,3.66084003448,3716294556.59,3716294611.57,3692462841.17,0.0,internal_timestamp,69.638999939,1483474041.17,33.3716011047,0,10.0916004181,1025.98525716,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11425',)",3692462841.18,4,3.66084003448,3716294556.59,3716294611.57,3692462841.18,0.0,internal_timestamp,69.6399993896,1483474041.18,33.3717002869,0,10.0915002823,1025.98535603,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11426',)",3692462841.19,4,3.66085004807,3716294556.59,3716294611.57,3692462841.19,0.0,internal_timestamp,69.638999939,1483474041.19,33.371799469,0,10.0915002823,1025.98542884,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11427',)",3692462841.2,4,3.66085004807,3716294556.59,3716294611.57,3692462841.2,0.0,internal_timestamp,69.6380004883,1483474041.2,33.3718986511,0,10.0914001465,1025.98551862,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11428',)",3692462841.2,4,3.66085004807,3716294556.59,3716294611.57,3692462841.2,0.0,internal_timestamp,69.6380004883,1483474041.2,33.3720016479,0,10.0913000107,1025.98561593,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11429',)",3692462841.21,4,3.66084003448,3716294556.59,3716294611.57,3692462841.21,0.0,internal_timestamp,69.638999939,1483474041.21,33.3720016479,0,10.0910997391,1025.98565445,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11430',)",3692462841.22,4,3.6608300209,3716294556.59,3716294611.57,3692462841.22,0.0,internal_timestamp,69.6350021362,1483474041.22,33.3721008301,0,10.0909004211,1025.98574743,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11431',)",3692462841.22,4,3.66080999374,3716294556.59,3716294611.57,3692462841.22,0.0,internal_timestamp,69.6399993896,1483474041.22,33.3722000122,0,10.0907001495,1025.98588147,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11432',)",3692462841.23,4,3.66079998016,3716294556.59,3716294611.57,3692462841.23,0.0,internal_timestamp,69.641998291,1483474041.23,33.3722991943,0,10.0904998779,1025.98600187,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11433',)",3692462841.24,4,3.66079998016,3716294556.59,3716294611.57,3692462841.24,0.0,internal_timestamp,69.638999939,1483474041.24,33.3722991943,0,10.0903997421,1025.98600523,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11434',)",3692462841.24,4,3.66079998016,3716294556.59,3716294611.57,3692462841.24,0.0,internal_timestamp,69.6370010376,1483474041.24,33.3723983765,0,10.0902996063,1025.98609047,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11435',)",3692462841.25,4,3.66078996658,3716294556.59,3716294611.58,3692462841.25,0.0,internal_timestamp,69.6380004883,1483474041.25,33.3722991943,0,10.0902996063,1025.98601767,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11436',)",3692462841.31,4,3.66079998016,3716294556.59,3716294611.58,3692462841.31,0.0,internal_timestamp,69.6360015869,1483474041.31,33.3723983765,0,10.0902996063,1025.98608593,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11437',)",3692462841.37,4,3.66078996658,3716294556.59,3716294611.58,3692462841.37,0.0,internal_timestamp,69.6350021362,1483474041.37,33.3722991943,0,10.0902996063,1025.98600404,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11438',)",3692462841.43,4,3.660779953,3716294556.59,3716294611.58,3692462841.43,0.0,internal_timestamp,69.6370010376,1483474041.43,33.3722991943,0,10.0902004242,1025.98602995,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11439',)",3692462841.49,4,3.660779953,3716294556.59,3716294611.58,3692462841.49,0.0,internal_timestamp,69.638999939,1483474041.49,33.3723983765,0,10.0901002884,1025.98613337,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11440',)",3692462841.56,4,3.66076993942,3716294556.59,3716294611.58,3692462841.56,0.0,internal_timestamp,69.6350021362,1483474041.56,33.3723983765,0,10.0900001526,1025.98613218,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11441',)",3692462841.62,4,3.660779953,3716294556.59,3716294611.58,3692462841.62,0.0,internal_timestamp,69.6360015869,1483474041.62,33.3725013733,0,10.0900001526,1025.98621704,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11442',)",3692462841.68,4,3.66079998016,3716294556.59,3716294611.58,3692462841.68,0.0,internal_timestamp,69.6370010376,1483474041.68,33.3726997375,0,10.0900001526,1025.98637628,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11443',)",3692462841.74,4,3.66080999374,3716294556.59,3716294611.58,3692462841.74,0.0,internal_timestamp,69.6330032349,1483474041.74,33.3727989197,0,10.0900001526,1025.98643545,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11444',)",3692462841.81,4,3.66080999374,3716294556.59,3716294611.58,3692462841.81,0.0,internal_timestamp,69.6330032349,1483474041.81,33.3727989197,0,10.0900001526,1025.98643545,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11445',)",3692462841.87,4,3.66080999374,3716294556.59,3716294611.58,3692462841.87,0.0,internal_timestamp,69.6309967041,1483474041.87,33.3727989197,0,10.0900001526,1025.98642633,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11446',)",3692462841.93,4,3.66079998016,3716294556.59,3716294611.59,3692462841.93,0.0,internal_timestamp,69.6289978027,1483474041.93,33.3726997375,0,10.0899000168,1025.98635688,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11447',)",3692462841.99,4,3.66078996658,3716294556.59,3716294611.59,3692462841.99,0.0,internal_timestamp,69.6269989014,1483474041.99,33.3726005554,0,10.0899000168,1025.98627045,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11448',)",3692462842.06,4,3.660779953,3716294556.59,3716294611.59,3692462842.06,0.0,internal_timestamp,69.6259994507,1483474042.06,33.3726005554,0,10.0899000168,1025.9862659,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11449',)",3692462842.12,4,3.660779953,3716294556.59,3716294611.59,3692462842.12,0.0,internal_timestamp,69.6259994507,1483474042.12,33.3723983765,0,10.0900001526,1025.98609125,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11450',)",3692462842.18,4,3.66076993942,3716294556.59,3716294611.59,3692462842.18,0.0,internal_timestamp,69.6230010986,1483474042.18,33.3722991943,0,10.0901002884,1025.98598329,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11451',)",3692462842.24,4,3.66076993942,3716294556.59,3716294611.59,3692462842.24,0.0,internal_timestamp,69.6200027466,1483474042.24,33.3722000122,0,10.0901002884,1025.98589231,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11452',)",3692462842.31,4,3.66075992584,3716294556.59,3716294611.59,3692462842.31,0.0,internal_timestamp,69.6190032959,1483474042.31,33.3722000122,0,10.0902004242,1025.98587078,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11453',)",3692462842.37,4,3.66075992584,3716294556.59,3716294611.59,3692462842.37,0.0,internal_timestamp,69.6169967651,1483474042.37,33.3721008301,0,10.0901002884,1025.9858013,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11454',)",3692462842.43,4,3.66075992584,3716294556.59,3716294611.59,3692462842.43,0.0,internal_timestamp,69.6159973145,1483474042.43,33.3722000122,0,10.0901002884,1025.9858741,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11455',)",3692462842.49,4,3.66074991226,3716294556.59,3716294611.59,3692462842.49,0.0,internal_timestamp,69.6159973145,1483474042.49,33.3721008301,0,10.0901002884,1025.98579676,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11456',)",3692462842.56,4,3.66074991226,3716294556.59,3716294611.59,3692462842.56,0.0,internal_timestamp,69.6159973145,1483474042.56,33.3721008301,0,10.0900001526,1025.98581374,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11457',)",3692462842.62,4,3.66073989868,3716294556.59,3716294611.59,3692462842.62,0.0,internal_timestamp,69.6100006104,1483474042.62,33.3721008301,0,10.0900001526,1025.98578648,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11458',)",3692462842.68,4,3.66073989868,3716294556.59,3716294611.59,3692462842.68,0.0,internal_timestamp,69.6100006104,1483474042.68,33.3720016479,0,10.0900001526,1025.98570913,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('11459',)",3692462842.74,4,3.66073989868,3716294556.59,3716294611.59,3692462842.74,0.0,internal_timestamp,69.6100006104,1483474042.74,33.3720016479,0,10.0901002884,1025.98569215,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
