obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('1897',)",3659537017.54,2,33.3370018005,3724598986.15,3724598986.2,3659537017.54,0.0,internal_timestamp,550.650024414,541558,1450548217,5.45650005341,3.33370018005,34.1090411163,1029.46036317,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1898',)",3659537028.55,2,33.3384017944,3724598986.15,3724598986.2,3659537028.55,0.0,internal_timestamp,548.739990234,546796,1450548228,5.45959997177,3.33384017944,34.1084470094,1029.45072374,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1899',)",3659537039.55,2,33.3381996155,3724598986.15,3724598986.2,3659537039.55,0.0,internal_timestamp,546.91998291,550880,1450548239,5.46010017395,3.33381996155,34.108614587,1029.44244092,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1900',)",3659537050.55,2,33.3385009766,3724598986.15,3724598986.2,3659537050.55,0.0,internal_timestamp,545.140014648,545391,1450548250,5.46140003204,3.33385009766,34.1085265786,1029.43403444,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1901',)",3659537061.55,2,33.3406982422,3724598986.15,3724598986.2,3659537061.55,0.0,internal_timestamp,543.469970703,552025,1450548261,5.46589994431,3.33406982422,34.1073049636,1029.42481596,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1902',)",3659537072.55,2,33.3423995972,3724598986.15,3724598986.2,3659537072.55,0.0,internal_timestamp,541.869995117,549674,1450548272,5.4685997963,3.33423995972,34.1073041438,1029.41711841,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1903',)",3659537083.56,2,33.34400177,3724598986.15,3724598986.2,3659537083.56,0.0,internal_timestamp,539.940002441,556245,1450548283,5.47209978104,3.334400177,34.1065458179,1029.40720426,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1904',)",3659537094.55,2,33.3428001404,3724598986.15,3724598986.2,3659537094.55,0.0,internal_timestamp,538.070007324,553478,1450548294,5.47079992294,3.33428001404,34.1074218081,1029.39948706,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1905',)",3659537105.55,2,33.3414993286,3724598986.15,3724598986.2,3659537105.55,0.0,internal_timestamp,536.369995117,551176,1450548305,5.47039985657,3.33414993286,34.1071915335,1029.39155901,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1906',)",3659537116.55,2,33.3442993164,3724598986.15,3724598986.2,3659537116.55,0.0,internal_timestamp,534.690002441,546993,1450548316,5.47539997101,3.33442993164,34.1061546934,1029.38237367,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1907',)",3659537127.55,2,33.3445014954,3724598986.15,3724598986.2,3659537127.55,0.0,internal_timestamp,532.809997559,552841,1450548327,5.4766998291,3.33445014954,34.1060041889,1029.37345762,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1908',)",3659537138.56,2,33.3432998657,3724598986.15,3724598986.2,3659537138.56,0.0,internal_timestamp,530.940002441,560590,1450548338,5.47580003738,3.33432998657,34.1064763238,1029.36536825,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1909',)",3659537149.56,2,33.3431015015,3724598986.15,3724598986.2,3659537149.56,0.0,internal_timestamp,529.16998291,555139,1450548349,5.47660017014,3.33431015015,34.1063212287,1029.35701869,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1910',)",3659537160.56,2,33.3428993225,3724598986.15,3724598986.2,3659537160.56,0.0,internal_timestamp,527.429992676,560656,1450548360,5.47800016403,3.33428993225,34.10554079,1029.34823487,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1911',)",3659537171.55,2,33.3619003296,3724598986.15,3724598986.2,3659537171.55,0.0,internal_timestamp,525.659973145,554250,1450548371,5.50509977341,3.33619003296,34.1006277497,1029.33266226,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1912',)",3659537182.56,2,33.373500824,3724598986.15,3724598986.2,3659537182.56,0.0,internal_timestamp,523.989990234,558779,1450548382,5.5216999054,3.3373500824,34.0978646916,1029.32062705,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1913',)",3659537193.56,2,33.3778991699,3724598986.15,3724598986.2,3659537193.56,0.0,internal_timestamp,522.409973145,563926,1450548393,5.52780008316,3.33778991699,34.0974822574,1029.31226883,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1914',)",3659537204.56,2,33.3833007812,3724598986.15,3724598986.2,3659537204.56,0.0,internal_timestamp,520.700012207,558782,1450548404,5.53539991379,3.33833007813,34.0967888205,1029.3028706,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1915',)",3659537215.56,2,33.3975982666,3724598986.15,3724598986.2,3659537215.56,0.0,internal_timestamp,518.849975586,563592,1450548415,5.55530023575,3.33975982666,34.0938430973,1029.28942475,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1916',)",3659537226.57,2,33.4104003906,3724598986.15,3724598986.2,3659537226.57,0.0,internal_timestamp,516.960021973,566566,1450548426,5.5732998848,3.34104003906,34.0911382272,1029.27623508,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1917',)",3659537237.56,2,33.4255981445,3724598986.15,3724598986.2,3659537237.56,0.0,internal_timestamp,515.320007324,558897,1450548437,5.59460020065,3.34255981445,34.0876956426,1029.26317,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1918',)",3659537248.56,2,33.4334983826,3724598986.15,3724598986.2,3659537248.56,0.0,internal_timestamp,513.739990234,560630,1450548448,5.60430002213,3.34334983826,34.0876497748,1029.25459575,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1919',)",3659537259.56,2,33.4359016418,3724598986.15,3724598986.2,3659537259.56,0.0,internal_timestamp,512.340026855,564124,1450548459,5.60780000687,3.34359016418,34.0875371507,1029.24761938,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1920',)",3659537270.57,2,33.4394989014,3724598986.15,3724598986.2,3659537270.57,0.0,internal_timestamp,511.040008545,567632,1450548470,5.61320018768,3.34394989014,34.086812023,1029.24036617,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1921',)",3659537281.57,2,33.4417991638,3724598986.15,3724598986.2,3659537281.57,0.0,internal_timestamp,509.769989014,570986,1450548481,5.617000103,3.34417991638,34.0862160218,1029.2335651,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1922',)",3659537292.57,2,33.442199707,3724598986.15,3724598986.2,3659537292.57,0.0,internal_timestamp,508.559997559,574667,1450548492,5.61789989471,3.3442199707,34.0863618507,1029.22800948,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1923',)",3659537303.57,2,33.4430999756,3724598986.15,3724598986.21,3659537303.57,0.0,internal_timestamp,507.079986572,566570,1450548503,5.61999988556,3.34430999756,34.0859977069,1029.22065371,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1924',)",3659537314.57,2,33.4430007935,3724598986.15,3724598986.21,3659537314.57,0.0,internal_timestamp,505.630004883,568623,1450548514,5.62060022354,3.34430007935,34.0859983572,1029.21392239,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1925',)",3659537325.57,2,33.4426002502,3724598986.15,3724598986.21,3659537325.57,0.0,internal_timestamp,504.390014648,573739,1450548525,5.62039995193,3.34426002502,34.0863607037,1029.20854398,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1926',)",3659537336.58,2,33.4468994141,3724598986.15,3724598986.21,3659537336.58,0.0,internal_timestamp,503.140014648,576796,1450548536,5.62690019608,3.34468994141,34.0852969122,1029.2011034,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1927',)",3659537347.58,2,33.4486999512,3724598986.15,3724598986.21,3659537347.58,0.0,internal_timestamp,501.779998779,580571,1450548547,5.62919998169,3.34486999512,34.085691465,1029.19486496,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1928',)",3659537358.57,2,33.4511985779,3724598986.15,3724598986.21,3659537358.57,0.0,internal_timestamp,500.429992676,571852,1450548558,5.63280010223,3.34511985779,34.0855610109,1029.18808593,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1929',)",3659537369.58,2,33.4614982605,3724598986.15,3724598986.21,3659537369.58,0.0,internal_timestamp,499.019989014,575165,1450548569,5.64790010452,3.34614982605,34.0827037228,1029.17735315,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1930',)",3659537380.58,2,33.4756011963,3724598986.15,3724598986.21,3659537380.58,0.0,internal_timestamp,497.790008545,577729,1450548580,5.66680002213,3.34756011963,34.0802330122,1029.16724298,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1931',)",3659537391.58,2,33.4943008423,3724598986.15,3724598986.21,3659537391.58,0.0,internal_timestamp,496.690002441,580112,1450548591,5.69180011749,3.34943008423,34.0767534426,1029.15611747,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1932',)",3659537402.58,2,33.5060005188,3724598986.15,3724598986.21,3659537402.58,0.0,internal_timestamp,495.739990234,584336,1450548602,5.70690011978,3.35060005188,34.0752500431,1029.14855537,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1933',)",3659537413.59,2,33.5097007751,3724598986.15,3724598986.21,3659537413.59,0.0,internal_timestamp,494.649993896,586114,1450548613,5.71150016785,3.35097007751,34.0753412481,1029.1430095,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1934',)",3659537424.58,2,33.5121994019,3724598986.15,3724598986.21,3659537424.58,0.0,internal_timestamp,493.489990234,578304,1450548624,5.71479988098,3.35121994019,34.0754175828,1029.13730446,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1935',)",3659537435.58,2,33.5144996643,3724598986.15,3724598986.21,3659537435.58,0.0,internal_timestamp,492.470001221,582458,1450548635,5.71780014038,3.35144996643,34.0755018235,1029.13228822,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1936',)",3659537446.59,2,33.525100708,3724598986.15,3724598986.21,3659537446.59,0.0,internal_timestamp,491.410003662,587523,1450548646,5.73269987106,3.3525100708,34.0730113192,1029.12346839,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1937',)",3659537457.58,2,33.5335006714,3724598986.15,3724598986.21,3659537457.58,0.0,internal_timestamp,490.220001221,583797,1450548657,5.74410009384,3.35335006714,34.0716188169,1029.11538376,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1938',)",3659537468.59,2,33.5351982117,3724598986.15,3724598986.21,3659537468.59,0.0,internal_timestamp,489.140014648,586322,1450548668,5.74639987946,3.35351982117,34.0717560606,1029.1102274,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1939',)",3659537479.59,2,33.5350990295,3724598986.15,3724598986.21,3659537479.59,0.0,internal_timestamp,488.059997559,590956,1450548679,5.74669981003,3.35350990295,34.0718759395,1029.10532511,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1940',)",3659537490.59,2,33.5351982117,3724598986.15,3724598986.21,3659537490.59,0.0,internal_timestamp,486.839996338,585829,1450548690,5.7484998703,3.35351982117,34.0707805241,1029.09862246,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1941',)",3659537501.59,2,33.5387001038,3724598986.15,3724598986.21,3659537501.59,0.0,internal_timestamp,485.529998779,591737,1450548701,5.75360012054,3.35387001038,34.0702523933,1029.09151121,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1942',)",3659537512.59,2,33.5411987305,3724598986.15,3724598986.21,3659537512.59,0.0,internal_timestamp,484.359985352,589231,1450548712,5.75780010223,3.35411987305,34.0694278376,1029.08492953,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1943',)",3659537523.59,2,33.5577011108,3724598986.15,3724598986.21,3659537523.59,0.0,internal_timestamp,483.230010986,594296,1450548723,5.77839994431,3.35577011108,34.0678997576,1029.07577816,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1944',)",3659537534.59,2,33.572101593,3724598986.15,3724598986.21,3659537534.59,0.0,internal_timestamp,481.980010986,590279,1450548734,5.79689979553,3.3572101593,34.0661683819,1029.0661946,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1945',)",3659537545.6,2,33.5775985718,3724598986.15,3724598986.21,3659537545.6,0.0,internal_timestamp,480.619995117,596338,1450548745,5.80469989777,3.35775985718,34.0652009806,1029.05814387,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1946',)",3659537556.59,2,33.5914993286,3724598986.15,3724598986.21,3659537556.59,0.0,internal_timestamp,479.339996338,591377,1450548756,5.82320022583,3.35914993286,34.062918731,1029.04798533,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1947',)",3659537567.6,2,33.5997009277,3724598986.15,3724598986.21,3659537567.6,0.0,internal_timestamp,478.070007324,597068,1450548767,5.83470010757,3.35997009277,34.0612386798,1029.03928721,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1948',)",3659537578.6,2,33.6024017334,3724598986.15,3724598986.21,3659537578.6,0.0,internal_timestamp,476.859985352,598716,1450548778,5.83850002289,3.36024017334,34.0610626507,1029.03308481,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1949',)",3659537589.6,2,33.6086006165,3724598986.15,3724598986.21,3659537589.6,0.0,internal_timestamp,475.510009766,601334,1450548789,5.84789991379,3.36086006165,34.0592740892,1029.02421624,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1950',)",3659537600.59,2,33.6161994934,3724598986.15,3724598986.21,3659537600.59,0.0,internal_timestamp,474.140014648,594180,1450548800,5.85809993744,3.36161994934,34.0582686001,1029.01576383,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1951',)",3659537611.6,2,33.6271018982,3724598986.15,3724598986.21,3659537611.6,0.0,internal_timestamp,472.890014648,598160,1450548811,5.8736000061,3.36271018982,34.0556043224,1029.00584035,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1952',)",3659537622.6,2,33.6360015869,3724598986.15,3724598986.21,3659537622.6,0.0,internal_timestamp,471.690002441,603384,1450548822,5.88619995117,3.36360015869,34.0535707872,1028.99703274,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1953',)",3659537633.61,2,33.6371994019,3724598986.15,3724598986.22,3659537633.61,0.0,internal_timestamp,470.489990234,607728,1450548833,5.88789987564,3.36371994019,34.0538043077,1028.99148141,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1954',)",3659537644.6,2,33.6388015747,3724598986.15,3724598986.22,3659537644.6,0.0,internal_timestamp,469.079986572,601525,1450548844,5.89060020447,3.36388015747,34.0535928276,1028.98448117,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1955',)",3659537655.6,2,33.6459007263,3724598986.15,3724598986.22,3659537655.6,0.0,internal_timestamp,467.600006104,603535,1450548855,5.90229988098,3.36459007263,34.0505745038,1028.9737345,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1956',)",3659537666.61,2,33.6467018127,3724598986.15,3724598986.22,3659537666.61,0.0,internal_timestamp,466.329986572,606889,1450548866,5.90430021286,3.36467018127,34.050095079,1028.96726002,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1957',)",3659537677.6,2,33.648399353,3724598986.15,3724598986.22,3659537677.6,0.0,internal_timestamp,465.179992676,601406,1450548877,5.90719985962,3.3648399353,34.0496630401,1028.96125189,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1958',)",3659537688.61,2,33.6496009827,3724598986.15,3724598986.22,3659537688.61,0.0,internal_timestamp,464.130004883,605751,1450548888,5.90990018845,3.36496009827,34.0488240188,1028.95540912,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1959',)",3659537699.61,2,33.6495018005,3724598986.15,3724598986.22,3659537699.61,0.0,internal_timestamp,463.109985352,611737,1450548899,5.90999984741,3.36495018005,34.0491147493,1028.95094453,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1960',)",3659537710.61,2,33.6491012573,3724598986.15,3724598986.22,3659537710.61,0.0,internal_timestamp,462.109985352,605978,1450548910,5.90969991684,3.36491012573,34.0494574033,1028.94666656,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1961',)",3659537721.61,2,33.6489982605,3724598986.15,3724598986.22,3659537721.61,0.0,internal_timestamp,461.100006104,611473,1450548921,5.91029977798,3.36489982605,34.0492375375,1028.94177836,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1962',)",3659537732.62,2,33.6539001465,3724598986.15,3724598986.22,3659537732.62,0.0,internal_timestamp,459.929992676,616607,1450548932,5.9186000824,3.36539001465,34.0470044159,1028.93353062,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1963',)",3659537743.61,2,33.6604003906,3724598986.15,3724598986.22,3659537743.61,0.0,internal_timestamp,458.589996338,612411,1450548943,5.9281001091,3.36604003906,34.0454493677,1028.92487407,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1964',)",3659537754.61,2,33.6654014587,3724598986.15,3724598986.22,3659537754.61,0.0,internal_timestamp,457.25,614906,1450548954,5.93520021439,3.36654014587,34.0446143014,1028.91710835,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1965',)",3659537765.61,2,33.6699981689,3724598986.15,3724598986.22,3659537765.61,0.0,internal_timestamp,456.010009766,610686,1450548965,5.94159984589,3.36699981689,34.0439773608,1028.91005191,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1966',)",3659537776.62,2,33.6708984375,3724598986.15,3724598986.22,3659537776.62,0.0,internal_timestamp,454.899993896,616826,1450548976,5.94259977341,3.36708984375,34.0445332363,1028.90526116,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1967',)",3659537787.61,2,33.6729011536,3724598986.15,3724598986.22,3659537787.61,0.0,internal_timestamp,453.559997559,612353,1450548987,5.94570016861,3.36729011536,34.0443364557,1028.89853853,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1968',)",3659537798.62,2,33.679901123,3724598986.15,3724598986.22,3659537798.62,0.0,internal_timestamp,452.140014648,615725,1450548998,5.95399999619,3.3679901123,34.0445836366,1028.89109458,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1969',)",3659537809.62,2,33.685798645,3724598986.15,3724598986.22,3659537809.62,0.0,internal_timestamp,450.779998779,619811,1450549009,5.96190023422,3.3685798645,34.0439628357,1028.8832963,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1970',)",3659537820.62,2,33.6967010498,3724598986.15,3724598986.22,3659537820.62,0.0,internal_timestamp,449.679992676,624011,1450549020,5.98070001602,3.36967010498,34.0379186878,1028.87094498,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1971',)",3659537831.62,2,33.7018013,3724598986.15,3724598986.22,3659537831.62,0.0,internal_timestamp,448.75,616816,1450549031,5.98680019379,3.37018013,34.0379933922,1028.86590986,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1972',)",3659537842.62,2,33.7146987915,3724598986.15,3724598986.22,3659537842.62,0.0,internal_timestamp,447.760009766,624650,1450549042,6.00330018997,3.37146987915,34.0364367391,1028.85790382,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1973',)",3659537853.62,2,33.7256011963,3724598986.15,3724598986.22,3659537853.62,0.0,internal_timestamp,446.779998779,618275,1450549053,6.01669979095,3.37256011963,34.0357385621,1028.85103833,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1974',)",3659537864.62,2,33.7341003418,3724598986.15,3724598986.22,3659537864.62,0.0,internal_timestamp,445.75,623358,1450549064,6.02670001984,3.37341003418,34.035769911,1028.84497855,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1975',)",3659537875.62,2,33.7369003296,3724598986.15,3724598986.22,3659537875.62,0.0,internal_timestamp,444.640014648,618644,1450549075,6.03079986572,3.37369003296,34.0353529838,1028.83900105,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1976',)",3659537886.63,2,33.7458992004,3724598986.15,3724598986.22,3659537886.63,0.0,internal_timestamp,443.510009766,625317,1450549086,6.04169988632,3.37458992004,34.0350924177,1028.83212941,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1977',)",3659537897.62,2,33.7593994141,3724598986.15,3724598986.22,3659537897.62,0.0,internal_timestamp,442.410003662,622591,1450549097,6.05789995193,3.37593994141,34.0345598107,1028.82445847,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1978',)",3659537908.63,2,33.7685012817,3724598986.15,3724598986.22,3659537908.63,0.0,internal_timestamp,441.450012207,628545,1450549108,6.06920003891,3.37685012817,34.0339289227,1028.81801849,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1979',)",3659537919.62,2,33.7724990845,3724598986.15,3724598986.22,3659537919.62,0.0,internal_timestamp,440.440002441,624560,1450549119,6.07439994812,3.37724990845,34.0337037729,1028.81249957,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1980',)",3659537930.63,2,33.7751998901,3724598986.15,3724598986.22,3659537930.63,0.0,internal_timestamp,439.239990234,631558,1450549130,6.07810020447,3.37751998901,34.0336183318,1028.80642351,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1981',)",3659537941.63,2,33.7890014648,3724598986.15,3724598986.22,3659537941.63,0.0,internal_timestamp,437.720001221,627228,1450549141,6.09479999542,3.37890014648,34.0331253448,1028.79678489,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1982',)",3659537952.63,2,33.792098999,3724598986.15,3724598986.22,3659537952.63,0.0,internal_timestamp,435.970001221,633584,1450549152,6.09829998016,3.3792098999,34.0339532537,1028.7889319,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1983',)",3659537963.64,2,33.7976989746,3724598986.15,3724598986.22,3659537963.64,0.0,internal_timestamp,434.309997559,636862,1450549163,6.10599994659,3.37976989746,34.0333407587,1028.7797846,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1984',)",3659537974.63,2,33.800201416,3724598986.15,3724598986.22,3659537974.63,0.0,internal_timestamp,432.709991455,631575,1450549174,6.10860013962,3.3800201416,34.0343277907,1028.7728674,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1985',)",3659537985.64,2,33.8009986877,3724598986.15,3724598986.23,3659537985.64,0.0,internal_timestamp,431.369995117,637286,1450549185,6.11000013351,3.38009986877,34.0344784352,1028.7666485,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1986',)",3659537996.66,2,33.8149986267,3724598986.15,3724598986.23,3659537996.66,0.0,internal_timestamp,430.130004883,659842,1450549196,6.1263999939,3.38149986267,34.0343648559,1028.75863072,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1987',)",3659538007.64,2,33.8245010376,3724598986.15,3724598986.23,3659538007.64,0.0,internal_timestamp,428.829986572,638792,1450549207,6.13770008087,3.38245010376,34.0343426175,1028.75110521,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1988',)",3659538018.64,2,33.8296012878,3724598986.15,3724598986.23,3659538018.64,0.0,internal_timestamp,427.429992676,641232,1450549218,6.14359998703,3.38296012878,34.0348394387,1028.74426785,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1989',)",3659538029.63,2,33.839099884,3724598986.15,3724598986.23,3659538029.63,0.0,internal_timestamp,425.989990234,634813,1450549229,6.15530014038,3.3839099884,34.0344802504,1028.73577917,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1990',)",3659538040.64,2,33.845199585,3724598986.15,3724598986.23,3659538040.64,0.0,internal_timestamp,424.779998779,639020,1450549240,6.16190004349,3.3845199585,34.0353008915,1028.7299715,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1991',)",3659538051.64,2,33.8630981445,3724598986.15,3724598986.23,3659538051.64,0.0,internal_timestamp,423.579986572,642007,1450549251,6.18480014801,3.38630981445,34.0330269991,1028.7195396,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1992',)",3659538062.65,2,33.8647994995,3724598986.15,3724598986.23,3659538062.65,0.0,internal_timestamp,422.540008545,646123,1450549262,6.18669986725,3.38647994995,34.0335407088,1028.71491385,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1993',)",3659538073.64,2,33.8675003052,3724598986.15,3724598986.23,3659538073.64,0.0,internal_timestamp,421.420013428,638935,1450549273,6.19000005722,3.38675003052,34.0338121657,1028.70953835,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1994',)",3659538084.64,2,33.8875007629,3724598986.15,3724598986.23,3659538084.64,0.0,internal_timestamp,420.059997559,641791,1450549284,6.21350002289,3.38875007629,34.0333606314,1028.69971916,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1995',)",3659538095.65,2,33.9219017029,3724598986.15,3724598986.23,3659538095.65,0.0,internal_timestamp,418.459991455,646111,1450549295,6.25659990311,3.39219017029,34.0295407981,1028.68344517,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1996',)",3659538106.64,2,33.9453010559,3724598986.15,3724598986.23,3659538106.64,0.0,internal_timestamp,416.709991455,640539,1450549306,6.28529977798,3.39453010559,34.0278749895,1028.67015134,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1997',)",3659538117.65,2,33.9538993835,3724598986.15,3724598986.23,3659538117.65,0.0,internal_timestamp,414.950012207,646190,1450549317,6.29570007324,3.39538993835,34.0279523604,1028.66070691,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1998',)",3659538128.65,2,33.9589996338,3724598986.15,3724598986.23,3659538128.65,0.0,internal_timestamp,413.380004883,648129,1450549328,6.3015999794,3.39589996338,34.0285228879,1028.65314279,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1999',)",3659538139.65,2,33.9656982422,3724598986.15,3724598986.23,3659538139.65,0.0,internal_timestamp,412.089996338,650748,1450549339,6.30980014801,3.39656982422,34.0284450425,1028.64603402,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
